Name,SOL_ID_BO_ID,SO Name,MIS,PPFGP,SSA,RD,SBBAS,SBSGP,SCSS,TD,PRFTS,KVN,NSC8,MSSC
Nangal Teju BO,F8082,Bawal SO,,,1.0,7.0,,1.0,,,,,,
Nangli Godha BO,E6431,Rewari SO,,,,1.0,,,,1.0,,,,
Nanukalan SO,12241401,,,,2.0,3.0,,5.0,,10.0,,,4.0,
Narhera BO,L8304,Pataudi SO,,,4.0,,,1.0,,2.0,,,,
Narsinghpur SO,12200401,,,2.0,0.0,46.0,,5.0,,3.0,,,,
Nayagaon BO,J8966,Nahar SO,,,1.0,2.0,,1.0,,,,,,
Nehrugarh SO,12330401,,,2.0,4.0,2.0,,10.0,,9.0,,1.0,,
New Anaz Mandi Rewari SO,12340104,,12.0,2.0,3.0,42.0,,22.0,,39.0,,,10.0,
New Colony SO Gurgaon,12200108,,38.0,1.0,6.0,27.0,,15.0,7.0,46.0,,4.0,10.0,
Noorgarh BO,L6310,Haillymandi SO,,,1.0,1.0,,,,,,,,
Nsg Camp Manesar SO,12205101,,1.0,,5.0,,,5.0,,3.0,,1.0,,
Pachgaon BO,E9279,Bhorakalan SO,,,,,,1.0,,3.0,,,,
Pahari BO,O0179,Khalilpur SO,,,,,,,,5.0,,,,
Palam Road SO,12201501,,12.0,1.0,9.0,8.0,,14.0,2.0,42.0,,3.0,10.0,
Palam Vihar SO Gurgaon,12201701,,26.0,1.0,7.0,28.0,,47.0,27.0,40.0,,5.0,33.0,
Palhawas SO,12303501,,4.0,,15.0,36.0,,12.0,1.0,69.0,,,10.0,
Pali BO,J3525,Kund SO,,,2.0,1.0,,1.0,,1.0,,,,
Paltra BO,F8634,Badshahpur SO,,,1.0,5.0,,,,5.0,,,,
Pataudi SO,12250301,,2.0,,8.0,21.0,,20.0,2.0,63.0,,3.0,5.0,
Pathreri BO,B5765,Bhorakalan SO,,,6.0,1.0,,,,7.0,,,,
Patil RS BO,L9307,Farrukh Nagar SO,,,4.0,,,8.0,,12.0,,,,
Pithrawas BO,F8557,Khori SO,,,,1.0,,2.0,,4.0,,,,
Pranpura BO,C4669,Bawal SO,,,2.0,,,,,1.0,,,,
Punsika BO,F0142,Khori SO,,,,2.0,,,,,,,,
Railwary Road SO,12200601,,9.0,3.0,10.0,23.0,,13.0,3.0,9.0,,1.0,3.0,
Raisina BO,G8385,Bhondsi SO,,,1.0,5.0,,,,,,,,
Rajgarh BO,E9623,Dharan SO,,,3.0,17.0,,2.0,,5.0,,,,
Raliawas BO,C5196,Dharuhera SO,,,1.0,,,5.0,,1.0,,,,
Ramgarh BO,O0180,Khalilpur SO,,,,1.0,,5.0,,5.0,,,,
Rampuri BO,L7198,Dahina SO,,,,1.0,,2.0,,,,,,
Rattanthal BO,J8921,Guriani SO,,,,,,,,9.0,,,,
Rewari SO,12340105,,40.0,2.0,33.0,200.0,,76.0,15.0,206.0,,9.0,34.0,
Rewasan BO,L7557,Sohna SO,,,10.0,8.0,,9.0,,2.0,,,,
Rithoj BO,G8386,Bhondsi SO,,,1.0,10.0,,,,,,,,
Rohrai BO,D8064,Rewari SO,,,6.0,,,,,,,,,
Rojka Meo BO,L7558,Sohna SO,,,2.0,5.0,,,,,,,,
Sadat Nagar BO,J9913,Nehrugarh SO,,,,1.0,,,,,,,,
Saharanwas BO,A4459,Rewari SO,,,1.0,2.0,,3.0,,4.0,,,,
Sangwari BO,F4825,Rewari SO,,,2.0,9.0,,3.0,,3.0,,,,
Sewari BO,L9308,Farrukh Nagar SO,,,2.0,,,2.0,,10.0,,,,
Sherpur BO,O0181,Khalilpur SO,,,,,,1.0,,2.0,,,,
Shivaji Nagar SO Gurgaon,12200109,,8.0,,1.0,21.0,,10.0,2.0,5.0,,3.0,7.0,
Shyam Nagar BO,J9914,Kosli SO,,,,,,4.0,,2.0,,,,
Sidhrawali BO,E9280,Bhorakalan SO,,,4.0,8.0,,1.0,,,,,,
Sikanderpur BO,H8527,Narsinghpur SO,,,,2.0,,2.0,,1.0,,,,
Sikohpur BO,H8528,Narsinghpur SO,,,,2.0,,,,,,,,
Sohna SO,12210301,,14.0,,6.0,65.0,,29.0,3.0,106.0,,13.0,26.0,
Sultanpur BO,L9309,Farrukh Nagar SO,,,3.0,,,2.0,,3.0,,,,
Surehli BO,J9915,Nehrugarh SO,,,,4.0,,,,,,,,
Suthana BO,F8083,Bawal SO,,,1.0,5.0,,,,,,,,
Syed Shahpur BO,J6605,Nanukalan SO,,,,,,,,1.0,,,,
TAJ NAGAR BO,AM121,Farrukh Nagar SO,,,3.0,,,2.0,,,,,,
Tankri BO,F7989,Dharan SO,,,1.0,4.0,,1.0,,5.0,,,,
Tatarpur BO,O0182,Khalilpur SO,,,1.0,,,4.0,,7.0,,,,
Teekli BO,G7184,Badshahpur SO,,,4.0,2.0,,1.0,,28.0,,,,
Tehsil Road Rewari SO,12340106,,14.0,3.0,3.0,77.0,,23.0,16.0,164.0,,14.0,27.0,
Tint BO,D3473,Khori SO,,,1.0,,,,,,,,,
Tumna BO,J9916,Kosli SO,,,2.0,,,2.0,,,,,,
Turkiawas BO,O0183,Khalilpur SO,,,1.0,4.0,,7.0,,15.0,,,,
Unchamajra BO,L8305,Pataudi SO,,,4.0,2.0,,2.0,,1.0,,,,
Urban Estate Gurgaon SO,12200111,,56.0,7.0,13.0,34.0,,28.0,27.0,60.0,,1.0,64.0,
Vatika India Sec 82 SO,12201201,,8.0,1.0,2.0,11.0,,12.0,20.0,10.0,,3.0,12.0,
Ward No. 14 B.O,AO523,Railwary Road SO,,,,,,1.0,,,,,,
Wazipur BO,L8168,Garhi Harsaru SO,,,1.0,2.0,,2.0,,,,,,
Zainabad BO,L7200,Dahina SO,,,1.0,,,1.0,,,,,,
Agroha SO,12504701,,1.0,,8.0,11.0,0.0,3.0,,9.0,,,3.0,
Ahlisadar BO,A3414,Fatehabad SO Fatehabad,,,1.0,2.0,,5.0,,22.0,,,,
Ahmedpur BO,F9956,Sirsa HO,,,4.0,1.0,,3.0,,,,,,
Akanwali BO,H9305,Dharsul Kalan SO,,,2.0,2.0,,5.0,,3.0,,,,
Alika BO,E9885,Baragudha SO,,,2.0,,,,,9.0,,,,
Amani BO,AK415,Tohana Mandi SO,,,2.0,,,,,,,,,
Amritsar Kalan BO,A2293,Ellenabad SO,,,1.0,2.0,,2.0,,,,,,
Anaj Mandi Hansi SO,12503301,,15.0,2.0,8.0,4.0,,28.0,6.0,77.0,,,7.0,
Anandgarh BO,D3182,Baragudha SO,,,3.0,,,3.0,,,,,,
Arniawali BO,A9646,Sirsa HO,,,1.0,,,,,,,,,
Arya Nagar BO,L3897,Ha U Hisar SO,,,,1.0,,2.0,,,,,,
Asa Khera BO,J7262,Chautala SO,,,2.0,,,1.0,,,,,,
Asrawan BO,L4403,Mandi Adampur SO,,,2.0,1.0,,2.0,,,,,,
Ayalki BO,J6565,Rattia SO,,,6.0,1.0,,,,4.0,,,,
Azad Nagar Hisar SO,12500701,,,1.0,4.0,5.0,,14.0,6.0,17.0,,1.0,3.0,
Badala BO,F7582,Bass SO,,,2.0,,,,,4.0,,,,
Badalgarh BO,J6566,Rattia SO,,,1.0,1.0,,3.0,,5.0,,,,
Badchhpar BO,G6164,Bass SO,,,,,,1.0,,3.0,,,,
Badopal SO,12504801,,40.0,3.0,4.0,4.0,,6.0,,54.0,,,1.0,
Badya Brahamana BO,G2202,Modle Town Hisar SO,,,,1.0,,,,,,,,
Bagla BO,L4404,Mandi Adampur SO,,,,2.0,,,,,,,,
Bahaudin SO,12505401,,,,3.0,7.0,,10.0,,,,2.0,,
Bahiya BO,J6184,Siri Jiwan Nagar SO,,,3.0,,,,,,,,,
Baidwala BO,J7789,Sikander Pur SO,,,1.0,,,1.0,,6.0,,,,
Baijalpur BO,A5357,Bhuna SO,,,5.0,,,1.0,,1.0,,,,
Bajekan BO,J7790,Sikander Pur SO,,,2.0,1.0,,5.0,,,,,,
Balak BO,L3926,Pabra SO,,,1.0,,,1.0,,,,,,
Balasar BO,J6185,Siri Jiwan Nagar SO,,,1.0,,,2.0,,,,,,
Baliala BO,J6568,Rattia SO,,,1.0,,,2.0,,,,,,
Balsmand BO,L3898,Ha U Hisar SO,,,5.0,1.0,,1.0,,,,,,
Ban Mandori BO,J7264,Bhattu Kalan SO,,,1.0,,,1.0,,,,,,
Banawali BO,C0337,Fatehabad SO Fatehabad,,,1.0,1.0,,4.0,,,,,,
Banbhori BO,A8326,Barwala SO Hisar,,,2.0,,,7.0,,,,,,
Bangaon BO,F3716,Fatehabad SO Fatehabad,,,,3.0,,,,,,,,
Banni BO,J6186,Siri Jiwan Nagar SO,,,1.0,10.0,,,,,,,,
Banwala BO,J8294,Goriwala SO,,,,2.0,,1.0,,,,,,
Bapp BO,F8284,Baragudha SO,,,2.0,2.0,,2.0,,,,,,
Baragudha SO,12507801,,1.0,1.0,1.0,16.0,,5.0,,13.0,,,,
Baruwalii BO,J7011,Bahaudin SO,,,2.0,1.0,,2.0,,,,,,
BARWALA MANDI SO,12512101,,15.0,4.0,3.0,17.0,,10.0,,31.0,,,1.0,
Barwala Road Hansi SO,12503302,,1.0,,5.0,9.0,,14.0,2.0,47.0,,2.0,,
Barwala SO Hisar,12512102,,1.0,,16.0,49.0,,26.0,5.0,212.0,,1.0,23.0,
Bass SO,12504201,,,,5.0,6.0,,14.0,,8.0,,,1.0,
Begu Road Sirsa SO,12505501,,5.0,,4.0,97.0,,17.0,2.0,50.0,,5.0,8.0,
Behbalpur BO,B1923,Modle Town Hisar SO,,,2.0,5.0,,3.0,,,,,,
Berwala Khurd BO,D5967,Ellenabad SO,,,3.0,,,,,,,,,
Bhadra BO,E1496,Baragudha SO,,,,,,2.0,,,,,,
Bhaini Amirpur BO,J6617,Narnaund SO,,,1.0,,,3.0,,3.0,,,,
Bhaini Badshahpur BO,C5197,Barwala SO Hisar,,,3.0,1.0,,,,3.0,,,,
Bhaklana BO,J2175,Khanda Kheri SO,,,,,,,,2.0,,,,
Bhamboor BO,B8059,Sirsa HO,,,3.0,1.0,,3.0,,,,,,
Bharokhan BO,J7791,Sikander Pur SO,,,3.0,,,,,2.0,,,,
Bharolianwali BO,J6187,Siri Jiwan Nagar SO,,,,,,2.0,,10.0,,,,
Bhatol Jattan BO,A7271,Bass SO,,,1.0,1.0,,1.0,,7.0,,,,
Bhattu Kalan SO,12505301,,,,9.0,22.0,,11.0,1.0,22.0,,,8.0,
Bhiwan BO,G6837,Baragudha SO,,,1.0,1.0,,,,2.0,,,,
Bhoda BO,E0837,Agroha SO,,,2.0,,,4.0,,3.0,,,,
Bhodia Bishnoian BO,G2175,Fatehabad SO Fatehabad,,,2.0,,,,,,,,,
Bhodia Khera BO,B1910,Fatehabad SO Fatehabad,,,,6.0,,,,,,,,
Bhuna SO,12511101,,3.0,1.0,8.0,16.0,,15.0,2.0,31.0,,1.0,6.0,
Bhuratwala BO,C6445,Sirsa HO,,,4.0,,,1.0,,,,,,
Bhuthan Kalan BO,C0338,Fatehabad SO Fatehabad,,,6.0,3.0,,1.0,,,,,,
Biana Khera BO,E1835,Barwala SO Hisar,,,3.0,,,1.0,,,,,,
Bighar BO,F3717,Fatehabad SO Fatehabad,,,2.0,,,,,,,,,
Bijuwali BO,J8295,Goriwala SO,,,5.0,,,,,,,,,
Bobua BO,F0119,Uklana Mandi SO,,,2.0,1.0,,3.0,,1.0,,,,
Bora BO,J6570,Rattia SO,,,2.0,2.0,,1.0,,4.0,,,,
Bosti BO,F8536,Uklana Mandi SO,,,,1.0,,2.0,,1.0,,,,
BSF Hisar SO,12501101,,,1.0,0.0,0.0,,5.0,,1.0,,,,
Budana BO,J6618,Narnaund SO,,,1.0,,,,,,,,,
Bugana BO,C5198,Barwala SO Hisar,,,1.0,,,2.0,,7.0,,,,
Burak BO,L3900,Ha U Hisar SO,,,,,,2.0,,,,,,
Burj Bhangu BO,J6533,Odhan SO,,,3.0,,,,,,,,,
Buwan BO,D3455,Uklana Mandi SO,,,,,,3.0,,,,,,
Chadiwal BO,J3470,Chopta Nathu Sari SO,,,1.0,,,,,3.0,,,,
Chaharwala BO,J3471,Chopta Nathu Sari SO,,,3.0,,,,,,,,,
Chainat BO,G2170,Hansi SO,,,,1.0,,4.0,,,,,,
Chakarian BO,A9647,Sirsa HO,,,1.0,,,1.0,,1.0,,,,
Chakkan BO,J8296,Goriwala SO,,,3.0,14.0,,1.0,,,,,,
Chakpanihar BO,A7530,Azad Nagar Hisar SO,,,,2.0,,1.0,,,,,,
Chamal BO,A9648,Sirsa HO,,,1.0,,,2.0,,,,,,
Chamar Khera BO,B6639,Uklana Mandi SO,,,,10.0,,,,,,,,
Chandoh Kalan BO,J6571,Rattia SO,,,2.0,3.0,,2.0,,,,,,
Chandrawal BO,D0586,Bhuna SO,,,1.0,,,,,,,,,
Chatha BO,L6264,Mandi Dabwali SO,,,,5.0,,,,,,,,
Chaubara BO,G4242,Bhuna SO,,,4.0,2.0,,,,3.0,,,,
Chaudhariwas BO,E9444,Azad Nagar Hisar SO,,,4.0,,,,,8.0,,,,
Chautala SO,12510101,,,3.0,11.0,21.0,,9.0,,7.0,,,,
Chikanwas BO,G6225,Agroha SO,,,,2.0,,2.0,,22.0,,,,
Chimmon BO,J6572,Rattia SO,,,3.0,,,,,27.0,,,,
Chinder BO,G6167,Badopal SO,,,,10.0,,1.0,,,,,,
Chopta Nathu Sari SO,12511001,,,1.0,7.0,5.0,,9.0,,7.0,,,,
Chormar BO,J6534,Odhan SO,,,,,,,,7.0,,,,
Chuli Bagrian BO,L4405,Mandi Adampur SO,,,,3.0,,3.0,,3.0,,,,
Chuli Khurd BO,L4406,Mandi Adampur SO,,,1.0,1.0,,4.0,,1.0,,,,
Dabra BO,E5444,Modle Town Hisar SO,,,,1.0,,,,3.0,,,,
Dabwali Town SO,12510401,,,,,12.0,,4.0,,,,,,
Dabwali Village BO,L6265,Mandi Dabwali SO,,,,,,1.0,,,,,,
Dahima BO,H8906,Hisar Cantt SO,,,2.0,3.0,,5.0,,,,,,
Dahman BO,L3927,Pabra SO,,,2.0,2.0,,,,,,,,
Daiyar BO,J7265,Bhattu Kalan SO,,,,,,1.0,,,,,,
Damdama BO,J6188,Siri Jiwan Nagar SO,,,,7.0,,,,,,,,
Darba Kalan BO,J3472,Chopta Nathu Sari SO,,,1.0,,,,,,,,,
Darbi BO,J7792,Sikander Pur SO,,,2.0,,,,,,,,,
Dariyapur BO,C8619,Fatehabad SO Fatehabad,,,2.0,,,3.0,,,,,,
Daroli BO,L4407,Mandi Adampur SO,,,1.0,2.0,,2.0,,,,,,
Datta BO,H3016,Sisai SO Hisar,,,3.0,5.0,,3.0,,22.0,,,,
Daultpur BO,F0222,Barwala SO Hisar,,,5.0,,,,,2.0,,,,
Daya BO,G2203,Modle Town Hisar SO,,,2.0,,,,,19.0,,,,
Degoh BO,H9306,Dharsul Kalan SO,,,1.0,,,1.0,,,,,,
Desu Mulkana BO,L5328,Kalanwali SO,,,1.0,1.0,,4.0,,9.0,,,,
Dhabi Kalan BO,J7266,Bhattu Kalan SO,,,,3.0,,3.0,,5.0,,,,
Dhadh BO,G7185,Barwala SO Hisar,,,1.0,1.0,,3.0,,,,,,
Dhana Kalan BO,F3714,Hansi SO,,,,1.0,,3.0,,,,,,
Dhana Khurd BO,B1906,Hansi SO,,,1.0,2.0,,1.0,,2.0,,,,
Dhand BO,G2176,Fatehabad SO Fatehabad,,,,1.0,,2.0,,,,,,
Dhanderi BO,F3715,Hansi SO,,,,,,1.0,,,,,,
Dhanger BO,A7273,Badopal SO,,,6.0,,,,,,,,,
Dhani Gopal BO,D0587,Bhuna SO,,,2.0,,,3.0,,,,,,
Dhani Khan Bahadur BO,G7186,Barwala SO Hisar,,,1.0,,,1.0,,1.0,,,,
Dhani Majra BO,G2177,Fatehabad SO Fatehabad,,,3.0,5.0,,1.0,,,,,,
Dhani Peeranwali BO,B1905,Hansi SO,,,,2.0,,6.0,,5.0,,,,
Dhansu BO,E5445,Modle Town Hisar SO,,,4.0,1.0,,3.0,,,,,,
Dharam Kheri BO,J2176,Khanda Kheri SO,,,,4.0,,1.0,,,,,,
Dharampura BO,J6189,Siri Jiwan Nagar SO,,,1.0,5.0,,,,12.0,,,,
Dharsul Kalan SO,12510601,,,1.0,2.0,8.0,,9.0,,17.0,,3.0,,
Dhingsara BO,J7267,Bhattu Kalan SO,,,1.0,,,3.0,,,,,,
Dholu BO,E7325,Bhuna SO,,,1.0,,,2.0,,,,,,
Ding SO,12505801,,,2.0,5.0,3.0,,5.0,,3.0,,,2.0,
DOBHI BO,L3902,Ha U Hisar SO,,,1.0,,,2.0,,,,,,
Dohtar BO,L6356,Rania SO,,,5.0,,,2.0,,10.0,,,,
Dudianwali BO,J6190,Siri Jiwan Nagar SO,,,2.0,2.0,,,,,,,,
Dullat BO,B3822,Bhuna SO,,,4.0,2.0,,,,,,,,
Durjanpur BO,L4408,Mandi Adampur SO,,,1.0,1.0,,,,,,,,
Ellenabad SO,12510201,,,,14.0,53.0,,24.0,,88.0,,1.0,21.0,
Faridpur BO,B6757,Barwala SO Hisar,,,2.0,,,1.0,,,,,,
Fatehabad SO Fatehabad,12505001,,27.0,4.0,35.0,114.0,,46.0,8.0,124.0,,18.0,12.0,
Fatehabd Kty SO,12505002,,,,,95.0,,14.0,52.0,14.0,,6.0,9.0,
Fatehpuri BO,D9412,Tohana Mandi SO,,,1.0,,,2.0,,,,,,
Ferozabad BO,A1157,Sirsa HO,,,,1.0,,,,,,,,
Furwain Kalan BO,J7793,Sikander Pur SO,,,1.0,1.0,,1.0,,5.0,,,,
Gaibipur BO,F0223,Barwala SO Hisar,,,8.0,2.0,,1.0,,1.0,,,,
Gajuwala BO,C2820,Tohana Mandi SO,,,,10.0,,,,,,,,
Gamra BO,J6619,Narnaund SO,,,,,,1.0,,4.0,,,,
Ganda BO,J6573,Nagpur S.O.,,,,,,1.0,,,,,,
Ganga BO,J8297,Goriwala SO,,,1.0,2.0,,2.0,,5.0,,,,
Gangwa BO,C4404,Azad Nagar Hisar SO,,,5.0,2.0,,1.0,,,,,,
Garhi BO,B1907,Hansi SO,,,1.0,,,,,,,,,
Gawar BO,G6384,Azad Nagar Hisar SO,,,,1.0,,1.0,,,,,,
Ghirai BO,C0333,Hansi SO,,,3.0,,,2.0,,,,,,
Ghoranwali BO,J8298,Goriwala SO,,,1.0,,,2.0,,,,,,
Ghursal BO,L4409,Mandi Adampur SO,,,,,,1.0,,5.0,,,,
Gillan Khera BO,E5430,Fatehabad SO Fatehabad,,,,1.0,,1.0,,,,,,
Gju Hisar SO,12500102,,2.0,,1.0,6.0,,4.0,,11.0,,1.0,3.0,
Glf Hisar BO,N8073,BSF Hisar SO,,,2.0,2.0,,1.0,,,,,,
Gorakhpur BO,E0838,Agroha SO,,,,,,1.0,,,,,,
Gorchi BO,E9445,Azad Nagar Hisar SO,,,,,,1.0,,,,,,
Goriwala SO,12510301,,,,3.0,0.0,,7.0,,5.0,,,1.0,
Gudia Kheda BO,A1158,Sirsa HO,,,2.0,7.0,,2.0,,2.0,,,,
Gurana BO,C5199,Barwala SO Hisar,,,,1.0,,,,,,,,
Gurusar BO,J6574,Rattia SO,,,,1.0,,2.0,,,,,,
Gussiaiyana BO,J3473,Chopta Nathu Sari SO,,,2.0,,,5.0,,,,,,
Ha U Hisar SO,12500401,,5.0,1.0,5.0,22.0,,20.0,67.0,25.0,,,8.0,
Haibatpur BO,J6620,Narnaund SO,,,2.0,,,,,,,,,
Hajampur BO,C8615,Hansi SO,,,1.0,2.0,,1.0,,20.0,,,,
Hajrawan Kalan BO,B1911,Fatehabad SO Fatehabad,,,1.0,,,,,,,,,
Hajrawan Khurd BO,C0339,Fatehabad SO Fatehabad,,,,,,2.0,,10.0,,,,
Hamzapur BO,J6575,Rattia SO,,,,,,2.0,,,,,,
Handalwala BO,H9308,Dharsul Kalan SO,,,1.0,4.0,,4.0,,,,,,
Hansi City SO,12503303,,1.0,1.0,6.0,40.0,,18.0,7.0,77.0,,,4.0,
Hansi SO,12503304,,16.0,7.0,35.0,85.0,,52.0,8.0,143.0,,2.0,16.0,
Hanziran BO,J3474,Chopta Nathu Sari SO,,,,,,1.0,,,,,,
Haripura BO,J6191,Siri Jiwan Nagar SO,,,,2.0,,,,,,,,
Harita BO,C8642,Modle Town Hisar SO,,,,,,3.0,,2.0,,,,
Haroli BO,J6577,Nagpur S.O.,,,1.0,,,,,5.0,,,,
Hassanga BO,J6578,Rattia SO,,,1.0,,,2.0,,,,,,
Hassangarh BO,F8537,Uklana Mandi SO,,,2.0,1.0,,3.0,,,,,,
Hisar  Nai Mandi SO,12500104,,1.0,1.0,3.0,4.0,,1.0,1.0,2.0,,,,
Hisar Cantt SO,12500601,,6.0,,2.0,10.0,,26.0,,12.0,,,4.0,
Hisar City SO,12500105,,6.0,2.0,1.0,19.0,,,32.0,14.0,,1.0,3.0,
Hisar HO,12500100,,38.0,13.0,27.0,141.0,,93.0,24.0,385.0,,21.0,97.0,
Hisar Kty SO,12500106,,1.0,,4.0,18.0,,18.0,2.0,9.0,,,,
HTM Hisar SO,12500103,,2.0,,6.0,23.0,,15.0,5.0,37.0,,,,
IACBP Hisar BO,B1924,Modle Town Hisar SO,,,,20.0,,2.0,,4.0,,,,
Inda Chhoi BO,A5879,Tohana Mandi SO,,,,,,1.0,,1.0,,,,
Jagmalwali BO,L5330,Kalanwali SO,,,,,,,,10.0,,,,
Jakhal Mandi SO,12513301,,1.0,1.0,3.0,20.0,,7.0,3.0,51.0,,2.0,11.0,
Jakhod Khera BO,L4410,Mandi Adampur SO,,,,1.0,,,,,,,,
Jalalana BO,L5331,Kalanwali SO,,,,,,2.0,,,,,,
Jallopur BO,J6579,Nagpur S.O.,,,3.0,1.0,,,,2.0,,,,
Jamal BO,J3475,Chopta Nathu Sari SO,,,,2.0,,,,,,,,
Jamalpur Sheikhan BO,D9413,Tohana Mandi SO,,,1.0,,,2.0,,,,,,
Jamawari BO,C8616,Hansi SO,,,1.0,,,5.0,,2.0,,,,
Jandli Kalan BO,B3823,Bhuna SO,,,1.0,1.0,,5.0,,6.0,,,,
Jandli Khurd BO,D8931,Bhuna SO,,,1.0,8.0,,3.0,,,,,,
Jandwala Bishnoian BO,J7263,Chautala SO,,,1.0,,,,,,,,,
Jandwala BO,J7268,Bhattu Kalan SO,,,4.0,27.0,,1.0,,,,,,
JCD Vidyapeeth Sirsa,12505601,,,1.0,2.0,25.0,,4.0,6.0,34.0,,1.0,2.0,
Jeora BO,F0224,Barwala SO Hisar,,,,,,,,2.0,,,,
Jhalnia BO,A3415,Fatehabad SO Fatehabad,,,1.0,,,,,,,,,
Jhorar Rohi BO,G6838,Baragudha SO,,,1.0,,,,,,,,,
Jhornali BO,D4829,Sirsa HO,,,2.0,,,1.0,,,,,,
Jodhkan BO,F9957,Sirsa HO,,,4.0,2.0,,,,2.0,,,,
Jodhpuria BO,L6357,Rania SO,,,2.0,4.0,,5.0,,,,,,
Juglan BO,E5446,Modle Town Hisar SO,,,1.0,,,1.0,,,,,,
Kabrel BO,L4411,Mandi Adampur SO,,,,,,1.0,,10.0,,,,
Kagasar BO,J2177,Khanda Kheri SO,,,1.0,,,,,,,,,
Kagdana BO,J3476,Chopta Nathu Sari SO,,,2.0,1.0,,1.0,,,,,,
Kajlan BO,L4412,Mandi Adampur SO,,,2.0,7.0,,,,,,,,
Kalanwali SO,12520101,,3.0,1.0,9.0,113.0,,25.0,1.0,120.0,,8.0,22.0,
Kalirawan BO,L4413,Mandi Adampur SO,,,,4.0,,,,,,,,
Kaluana BO,J8299,Goriwala SO,,,2.0,,,3.0,,,,,,
Kamana BO,J6580,Rattia SO,,,1.0,7.0,,1.0,,,,,,
Kanheri BO,A5880,Tohana Mandi SO,,,4.0,,,,,10.0,,,,
Kanoh Punia BO,L3928,Pabra SO,,,3.0,,,2.0,,18.0,,,,
Kanwari BO,G8428,Nalwa SO,,,3.0,2.0,,3.0,,2.0,,,,
Kapro BO,J6621,Narnaund SO,,,1.0,1.0,,,,,,,,
Karamsana B.O.,AP171,Ellenabad SO,,,,4.0,,1.0,,,,,,
Karandi BO,H9309,Dharsul Kalan SO,,,,2.0,,,,1.0,,,,
Kariwala BO,J6192,Siri Jiwan Nagar SO,,,4.0,7.0,,,,,,,,
Karnoli BO,C0340,Fatehabad SO Fatehabad,,,,7.0,,,,,,,,
Keharwala BO,J8300,Goriwala SO,,,1.0,10.0,,4.0,,,,,,
Keshopura BO,C6446,Sirsa HO,,,3.0,,,,,,,,,
Khabra Kalan BO,J7269,Bhattu Kalan SO,,,4.0,,,2.0,,,,,,
Khai Shergarh,AP172,Odhan SO,,,,2.0,,1.0,,,,,,
Khairampur BO,L4414,Mandi Adampur SO,,,2.0,,,4.0,,5.0,,,,
Khairati Khera BO,C0341,Fatehabad SO Fatehabad,,,1.0,,,2.0,,,,,,
Khairekan BO,J6535,Odhan SO,,,2.0,,,2.0,,4.0,,,,
Khairpur SO,12505502,,2.0,2.0,3.0,35.0,,11.0,2.0,38.0,,,7.0,
Khajuri Jatti BO,G4243,Bhuna SO,,,,15.0,,1.0,,,,,,
Khanda Kheri SO,12503801,,,,1.0,0.0,,12.0,1.0,11.0,,,1.0,
Khara Kheri BO,D2444,Badopal SO,,,3.0,,,,,3.0,,,,
Kharak Punia BO,B6758,Barwala SO Hisar,,,2.0,2.0,,1.0,,,,,,
Kharar Alipur BO,L3934,Satroad Khurd SO,,,5.0,6.0,,7.0,,27.0,,,,
Kharbala BO,G6165,Bass SO,,,6.0,1.0,,1.0,,2.0,,,,
Khari Sureran BO,D5968,Ellenabad SO,,,,2.0,,,,,,,,
Kharia BO,L3904,Ha U Hisar SO,,,,,,1.0,,,,,,
Kharian BO,L6358,Rania SO,,,5.0,5.0,,3.0,,2.0,,,,
Kharkara BO,B6759,Barwala SO Hisar,,,4.0,1.0,,1.0,,,,,,
Kharkari BO,C8617,Hansi SO,,,1.0,,,,,,,,,
Khedar BO,F8637,Barwala SO Hisar,,,1.0,,,,,10.0,,,,
Kheri Barki BO,A3432,Modle Town Hisar SO,,,6.0,,,,,2.0,,,,
Kheri Gangan BO,H3017,Sisai SO Hisar,,,,,,3.0,,42.0,,,,
Kheri Jalab BO,J6622,Narnaund SO,,,,,,1.0,,,,,,
Khuiyana Malkana BO,L6268,Mandi Dabwali SO,,,2.0,1.0,,2.0,,5.0,,,,
Khunan BO,J6581,Nagpur S.O.,,,1.0,2.0,,,,,,,,
Kinala BO,L3930,Pabra SO,,,3.0,,,,,1.0,,,,
Kirdhan BO,J7270,Bhattu Kalan SO,,,2.0,,,1.0,,,,,,
Kirmara BO,F7640,Agroha SO,,,1.0,,,1.0,,,,,,
Kirori BO,L3931,Pabra SO,,,1.0,,,,,3.0,,,,
Kirtan BO,L3905,Ha U Hisar SO,,,2.0,1.0,,2.0,,4.0,,,,
Kishangarh BO,L4415,Mandi Adampur SO,,,,4.0,,,,,,,,
Kohli BO,L4416,Mandi Adampur SO,,,,,,1.0,,,,,,
Koth Khurd BO,J6624,Narnaund SO,,,,1.0,,11.0,,2.0,,,,
Kudni BO,F6201,Tohana Mandi SO,,,3.0,,,1.0,,10.0,,,,
Kukranwali BO,A3416,Fatehabad SO Fatehabad,,,3.0,14.0,,7.0,,18.0,,,,
Kulana BO,C0334,Hansi SO,,,1.0,,,1.0,,10.0,,,,
Kuleri BO,B5746,Agroha SO,,,,,,3.0,,,,,,
Kullan BO,H9310,Dharsul Kalan SO,,,,,,,,6.0,,,,
Kumaharia BO,A7320,Agroha SO,,,1.0,2.0,,,,,,,,
Kumba Khera BO,F8539,Uklana Mandi SO,,,1.0,,,2.0,,,,,,
